Year,Month,Day,water_year,water_month,water_day,model,flow,rcp
2098,2,17,2098,5,140,ACCESS1-0,226822.35,8.5
2098,2,22,2098,5,145,CanESM2,1047754.04,8.5
2098,2,26,2098,5,149,HadGEM2-ES,1164405.31,8.5
2098,3,3,2098,6,154,MIROC5,227862.31,8.5
2098,3,23,2098,6,174,GFDL-CM3,251249.25,8.5
2098,5,1,2098,8,213,CCSM4,55097.54,8.5
2098,12,20,2099,3,81,MIROC5,565963.46,8.5
2099,1,13,2099,4,105,CanESM2,902820.9,8.5
2099,2,4,2099,5,127,ACCESS1-0,197888.3,8.5
2099,2,6,2099,5,129,CNRM-CM5,1374460.9,8.5
2099,2,22,2099,5,145,CCSM4,87802.41,8.5
2099,2,27,2099,5,150,CESM1-BGC,479796.25,8.5
2099,3,5,2099,6,156,GFDL-CM3,62403.08,8.5
2099,3,15,2099,6,166,HadGEM2-ES,212601.03,8.5
2099,4,8,2099,7,190,HadGEM2-CC,75921.72,8.5
2099,6,14,2099,9,257,CMCC-CMS,76293.54,8.5
