water_year,water_month,rep,flow,model,rcp,water_day,scenario
2043,5,9,70826.64,HadGEM2-CC,8.5,132,RCP 8.5 2030
2044,6,1,39233.19,HadGEM2-CC,8.5,163,RCP 8.5 2030
2044,6,3,54020.09,HadGEM2-CC,8.5,154,RCP 8.5 2030
2044,6,6,51459.58,HadGEM2-CC,8.5,175,RCP 8.5 2030
2015,5,4,213939.83,HadGEM2-ES,8.5,144,RCP 8.5 2030
2015,7,6,186437.48,HadGEM2-ES,8.5,190,RCP 8.5 2030
2016,5,1,122168.62,HadGEM2-ES,8.5,132,RCP 8.5 2030
2016,5,9,175413.61,HadGEM2-ES,8.5,148,RCP 8.5 2030
2016,6,9,138469.55,HadGEM2-ES,8.5,153,RCP 8.5 2030
2017,5,10,68980.82,HadGEM2-ES,8.5,151,RCP 8.5 2030
2017,6,10,98739.67,HadGEM2-ES,8.5,153,RCP 8.5 2030
2018,3,6,349343.49,HadGEM2-ES,8.5,65,RCP 8.5 2030
2018,7,4,299973.07,HadGEM2-ES,8.5,186,RCP 8.5 2030
2019,5,5,37465.71,HadGEM2-ES,8.5,151,RCP 8.5 2030
2019,6,5,38741.04,HadGEM2-ES,8.5,153,RCP 8.5 2030
2020,6,10,46837.5,HadGEM2-ES,8.5,183,RCP 8.5 2030
2020,7,10,87453.62,HadGEM2-ES,8.5,187,RCP 8.5 2030
2021,3,2,37234.77,HadGEM2-ES,8.5,78,RCP 8.5 2030
2021,3,3,46134.44,HadGEM2-ES,8.5,69,RCP 8.5 2030
2021,3,5,49833.98,HadGEM2-ES,8.5,90,RCP 8.5 2030
2022,1,2,40062.81,HadGEM2-ES,8.5,31,RCP 8.5 2030
2022,6,2,38642.67,HadGEM2-ES,8.5,170,RCP 8.5 2030
2022,6,6,66720.52,HadGEM2-ES,8.5,153,RCP 8.5 2030
2023,6,10,303610.77,HadGEM2-ES,8.5,180,RCP 8.5 2030
2023,7,10,230078.95,HadGEM2-ES,8.5,183,RCP 8.5 2030
2024,5,4,237041.9,HadGEM2-ES,8.5,130,RCP 8.5 2030
2024,6,6,341731.97,HadGEM2-ES,8.5,164,RCP 8.5 2030
2025,5,9,311946.36,HadGEM2-ES,8.5,145,RCP 8.5 2030
2025,6,1,150698.9,HadGEM2-ES,8.5,152,RCP 8.5 2030
2026,5,10,71640.58,HadGEM2-ES,8.5,137,RCP 8.5 2030
2027,4,10,139702.13,HadGEM2-ES,8.5,111,RCP 8.5 2030
2028,3,1,21999.91,HadGEM2-ES,8.5,74,RCP 8.5 2030
2028,11,9,23005.75,HadGEM2-ES,8.5,310,RCP 8.5 2030
2029,3,6,224715.95,HadGEM2-ES,8.5,87,RCP 8.5 2030
2029,5,4,164185.26,HadGEM2-ES,8.5,125,RCP 8.5 2030
2030,4,6,300833.88,HadGEM2-ES,8.5,110,RCP 8.5 2030
2030,7,4,305602.19,HadGEM2-ES,8.5,189,RCP 8.5 2030
2031,8,10,80363.61,HadGEM2-ES,8.5,215,RCP 8.5 2030
2032,4,5,112961.23,HadGEM2-ES,8.5,100,RCP 8.5 2030
2033,4,10,118009.62,HadGEM2-ES,8.5,95,RCP 8.5 2030
2034,4,3,136629.74,HadGEM2-ES,8.5,122,RCP 8.5 2030
2034,5,7,83951.13,HadGEM2-ES,8.5,137,RCP 8.5 2030
2035,4,8,345455.54,HadGEM2-ES,8.5,117,RCP 8.5 2030
2035,5,2,241290.34,HadGEM2-ES,8.5,129,RCP 8.5 2030
2036,3,5,331512.14,HadGEM2-ES,8.5,89,RCP 8.5 2030
2036,4,1,231331.51,HadGEM2-ES,8.5,112,RCP 8.5 2030
2036,4,4,312774.17,HadGEM2-ES,8.5,93,RCP 8.5 2030
2037,4,10,138069.53,HadGEM2-ES,8.5,101,RCP 8.5 2030
2038,5,10,346258.95,HadGEM2-ES,8.5,129,RCP 8.5 2030
2039,6,10,284007.09,HadGEM2-ES,8.5,154,RCP 8.5 2030
2040,3,3,159706.17,HadGEM2-ES,8.5,76,RCP 8.5 2030
2040,3,7,196760.3,HadGEM2-ES,8.5,91,RCP 8.5 2030
2040,4,7,154533.33,HadGEM2-ES,8.5,95,RCP 8.5 2030
2041,4,4,252507.75,HadGEM2-ES,8.5,94,RCP 8.5 2030
2041,6,6,291180.65,HadGEM2-ES,8.5,159,RCP 8.5 2030
2042,5,1,58231.61,HadGEM2-ES,8.5,126,RCP 8.5 2030
2042,5,7,74923.89,HadGEM2-ES,8.5,149,RCP 8.5 2030
2042,6,7,68052.66,HadGEM2-ES,8.5,152,RCP 8.5 2030
2042,8,1,58435.52,HadGEM2-ES,8.5,219,RCP 8.5 2030
2043,3,3,26105.78,HadGEM2-ES,8.5,69,RCP 8.5 2030
2043,8,1,23954.83,HadGEM2-ES,8.5,227,RCP 8.5 2030
2043,8,2,24238.45,HadGEM2-ES,8.5,214,RCP 8.5 2030
2044,7,10,149371.9,HadGEM2-ES,8.5,187,RCP 8.5 2030
2015,6,2,169676.56,MIROC5,8.5,182,RCP 8.5 2030
2015,7,3,143149.29,MIROC5,8.5,187,RCP 8.5 2030
2015,8,5,164101.81,MIROC5,8.5,216,RCP 8.5 2030
2016,6,3,33173.79,MIROC5,8.5,157,RCP 8.5 2030
2016,7,7,39862.66,MIROC5,8.5,184,RCP 8.5 2030
2017,7,10,39065.84,MIROC5,8.5,188,RCP 8.5 2030
2018,3,3,125147.81,MIROC5,8.5,77,RCP 8.5 2030
2018,5,6,91546.64,MIROC5,8.5,133,RCP 8.5 2030
2018,6,1,77174.19,MIROC5,8.5,160,RCP 8.5 2030
2019,4,2,38533.75,MIROC5,8.5,98,RCP 8.5 2030
2019,8,8,40689.93,MIROC5,8.5,223,RCP 8.5 2030
2020,3,4,35224.23,MIROC5,8.5,69,RCP 8.5 2030
2020,3,6,43059.18,MIROC5,8.5,84,RCP 8.5 2030
2021,5,1,139392.89,MIROC5,8.5,136,RCP 8.5 2030
2021,5,3,149119.03,MIROC5,8.5,140,RCP 8.5 2030
2021,5,6,268799.87,MIROC5,8.5,125,RCP 8.5 2030
2022,3,2,230026.09,MIROC5,8.5,85,RCP 8.5 2030
2022,3,4,238997.09,MIROC5,8.5,89,RCP 8.5 2030
2022,6,4,257116.84,MIROC5,8.5,153,RCP 8.5 2030
2023,7,2,86248.92,MIROC5,8.5,189,RCP 8.5 2030
2023,7,8,154568.98,MIROC5,8.5,194,RCP 8.5 2030
2024,5,1,144860.38,MIROC5,8.5,148,RCP 8.5 2030
2024,5,4,156647.38,MIROC5,8.5,152,RCP 8.5 2030
2024,5,5,215400.52,MIROC5,8.5,137,RCP 8.5 2030
2024,6,4,170409.24,MIROC5,8.5,153,RCP 8.5 2030
2025,4,1,23433.23,MIROC5,8.5,113,RCP 8.5 2030
2025,6,6,30538.4,MIROC5,8.5,175,RCP 8.5 2030
2025,7,1,24449.17,MIROC5,8.5,204,RCP 8.5 2030
2025,9,2,23959.91,MIROC5,8.5,268,RCP 8.5 2030
2026,6,5,158063.24,MIROC5,8.5,154,RCP 8.5 2030
2026,7,1,132655.89,MIROC5,8.5,192,RCP 8.5 2030
2026,7,4,139362.71,MIROC5,8.5,185,RCP 8.5 2030
2027,3,1,128958.09,MIROC5,8.5,76,RCP 8.5 2030
2027,3,9,203177.23,MIROC5,8.5,92,RCP 8.5 2030
2027,4,9,197411.27,MIROC5,8.5,93,RCP 8.5 2030
2028,4,2,42986.4,MIROC5,8.5,115,RCP 8.5 2030
2028,4,6,123731.32,MIROC5,8.5,108,RCP 8.5 2030
2028,5,2,45832.01,MIROC5,8.5,145,RCP 8.5 2030
2029,4,1,129402.96,MIROC5,8.5,122,RCP 8.5 2030
2029,4,2,135226.4,MIROC5,8.5,93,RCP 8.5 2030
2029,4,7,206075.74,MIROC5,8.5,98,RCP 8.5 2030
2030,3,10,168170.73,MIROC5,8.5,75,RCP 8.5 2030
2031,6,10,159025.88,MIROC5,8.5,155,RCP 8.5 2030
2032,5,10,338283.47,MIROC5,8.5,141,RCP 8.5 2030
2033,5,2,100986.01,MIROC5,8.5,126,RCP 8.5 2030
2033,7,8,131506.62,MIROC5,8.5,185,RCP 8.5 2030
2034,5,3,119026.25,MIROC5,8.5,143,RCP 8.5 2030
2034,6,7,130360.7,MIROC5,8.5,156,RCP 8.5 2030
2035,3,2,40810.53,MIROC5,8.5,82,RCP 8.5 2030
2035,4,2,39988.84,MIROC5,8.5,94,RCP 8.5 2030
2035,6,6,37087.44,MIROC5,8.5,178,RCP 8.5 2030
2036,6,1,243575.12,MIROC5,8.5,167,RCP 8.5 2030
2036,6,9,314210.21,MIROC5,8.5,158,RCP 8.5 2030
2037,5,3,117811.31,MIROC5,8.5,146,RCP 8.5 2030
2037,7,7,105716.62,MIROC5,8.5,191,RCP 8.5 2030
2038,2,1,27618.95,MIROC5,8.5,34,RCP 8.5 2030
2038,3,2,26857.06,MIROC5,8.5,81,RCP 8.5 2030
2038,3,7,36554.74,MIROC5,8.5,62,RCP 8.5 2030
2039,4,10,276734.28,MIROC5,8.5,95,RCP 8.5 2030
2040,3,9,190739.29,MIROC5,8.5,92,RCP 8.5 2030
2040,4,1,143923.31,MIROC5,8.5,107,RCP 8.5 2030
2040,4,9,216152.71,MIROC5,8.5,93,RCP 8.5 2030
2041,4,3,87895.35,MIROC5,8.5,121,RCP 8.5 2030
2041,7,7,75268.19,MIROC5,8.5,211,RCP 8.5 2030
2041,8,7,79144.82,MIROC5,8.5,214,RCP 8.5 2030
2042,6,10,127643.83,MIROC5,8.5,166,RCP 8.5 2030
2043,4,6,113570.92,MIROC5,8.5,113,RCP 8.5 2030
2043,7,4,98842.5,MIROC5,8.5,191,RCP 8.5 2030
2044,5,10,84495.15,MIROC5,8.5,139,RCP 8.5 2030
2035,4,6,30437.91,ACCESS1-0,8.5,96,RCP 8.5 2050
2035,5,4,34328.63,ACCESS1-0,8.5,129,RCP 8.5 2050
2036,3,10,84853.56,ACCESS1-0,8.5,79,RCP 8.5 2050
2037,4,2,220933.95,ACCESS1-0,8.5,107,RCP 8.5 2050
2037,5,8,285660.41,ACCESS1-0,8.5,141,RCP 8.5 2050
2038,5,1,160407.56,ACCESS1-0,8.5,133,RCP 8.5 2050
2038,5,8,214226.83,ACCESS1-0,8.5,126,RCP 8.5 2050
2039,3,1,31763.35,ACCESS1-0,8.5,64,RCP 8.5 2050
2039,5,3,34668.76,ACCESS1-0,8.5,142,RCP 8.5 2050
2039,6,1,29991.94,ACCESS1-0,8.5,182,RCP 8.5 2050
2039,6,3,30364.47,ACCESS1-0,8.5,179,RCP 8.5 2050
2039,7,2,34591.52,ACCESS1-0,8.5,209,RCP 8.5 2050
2040,3,7,226574.89,ACCESS1-0,8.5,77,RCP 8.5 2050
2040,7,3,126767.78,ACCESS1-0,8.5,186,RCP 8.5 2050
2041,4,9,261251.66,ACCESS1-0,8.5,119,RCP 8.5 2050
2041,5,1,99730.21,ACCESS1-0,8.5,142,RCP 8.5 2050
2041,5,9,97073.5,ACCESS1-0,8.5,124,RCP 8.5 2050
2042,2,6,231685.45,ACCESS1-0,8.5,54,RCP 8.5 2050
2042,4,4,197631.48,ACCESS1-0,8.5,100,RCP 8.5 2050
2043,6,2,66021.36,ACCESS1-0,8.5,154,RCP 8.5 2050
2043,8,8,100158.97,ACCESS1-0,8.5,215,RCP 8.5 2050
2044,6,3,59672.43,ACCESS1-0,8.5,182,RCP 8.5 2050
2044,6,7,66507.9,ACCESS1-0,8.5,176,RCP 8.5 2050
2045,5,10,223851.07,ACCESS1-0,8.5,139,RCP 8.5 2050
2046,5,10,214606.2,ACCESS1-0,8.5,144,RCP 8.5 2050
2047,5,10,303398.26,ACCESS1-0,8.5,146,RCP 8.5 2050
2047,6,10,204476.43,ACCESS1-0,8.5,152,RCP 8.5 2050
2048,4,1,80253.06,ACCESS1-0,8.5,105,RCP 8.5 2050
2048,5,9,108484.23,ACCESS1-0,8.5,132,RCP 8.5 2050
2049,4,1,28759.87,ACCESS1-0,8.5,123,RCP 8.5 2050
2049,4,3,32125.51,ACCESS1-0,8.5,110,RCP 8.5 2050
2049,5,6,33542.74,ACCESS1-0,8.5,139,RCP 8.5 2050
2050,4,10,209124.35,ACCESS1-0,8.5,98,RCP 8.5 2050
2051,3,1,48137.75,ACCESS1-0,8.5,92,RCP 8.5 2050
2051,4,2,49664.97,ACCESS1-0,8.5,104,RCP 8.5 2050
2051,4,7,63160.99,ACCESS1-0,8.5,98,RCP 8.5 2050
2052,6,2,179566.54,ACCESS1-0,8.5,165,RCP 8.5 2050
2052,6,8,230750.64,ACCESS1-0,8.5,158,RCP 8.5 2050
2053,4,1,63095.12,ACCESS1-0,8.5,106,RCP 8.5 2050
2053,4,8,94768.48,ACCESS1-0,8.5,116,RCP 8.5 2050
2054,4,5,47224.08,ACCESS1-0,8.5,99,RCP 8.5 2050
2054,8,5,50774.33,ACCESS1-0,8.5,216,RCP 8.5 2050
2055,5,1,63972.42,ACCESS1-0,8.5,125,RCP 8.5 2050
2055,5,9,96512.32,ACCESS1-0,8.5,136,RCP 8.5 2050
2056,4,2,31987.69,ACCESS1-0,8.5,114,RCP 8.5 2050
2056,6,5,35737.44,ACCESS1-0,8.5,171,RCP 8.5 2050
2056,11,1,26922.76,ACCESS1-0,8.5,324,RCP 8.5 2050
2056,11,2,27057.86,ACCESS1-0,8.5,320,RCP 8.5 2050
2057,2,6,70593.98,ACCESS1-0,8.5,55,RCP 8.5 2050
2057,5,2,58589.73,ACCESS1-0,8.5,151,RCP 8.5 2050
2057,6,2,59961.91,ACCESS1-0,8.5,152,RCP 8.5 2050
2057,7,2,58364.2,ACCESS1-0,8.5,192,RCP 8.5 2050
2058,4,9,66321.66,ACCESS1-0,8.5,115,RCP 8.5 2050
2058,5,1,57853.61,ACCESS1-0,8.5,133,RCP 8.5 2050
2059,6,6,48403.84,ACCESS1-0,8.5,165,RCP 8.5 2050
2059,7,4,49027.66,ACCESS1-0,8.5,184,RCP 8.5 2050
2060,5,3,42043.55,ACCESS1-0,8.5,148,RCP 8.5 2050
2060,7,1,39061.32,ACCESS1-0,8.5,195,RCP 8.5 2050
2060,7,6,39978.9,ACCESS1-0,8.5,202,RCP 8.5 2050
2061,4,2,115712.48,ACCESS1-0,8.5,115,RCP 8.5 2050
2061,5,8,166779.11,ACCESS1-0,8.5,149,RCP 8.5 2050
2061,6,8,143786.51,ACCESS1-0,8.5,152,RCP 8.5 2050
2062,4,3,32174.33,ACCESS1-0,8.5,98,RCP 8.5 2050
2062,7,3,28765.04,ACCESS1-0,8.5,191,RCP 8.5 2050
2062,7,4,28493.41,ACCESS1-0,8.5,195,RCP 8.5 2050
2063,4,5,38229.05,ACCESS1-0,8.5,104,RCP 8.5 2050
2063,5,4,37224.37,ACCESS1-0,8.5,125,RCP 8.5 2050
2063,12,1,32871.63,ACCESS1-0,8.5,337,RCP 8.5 2050
2064,7,1,67795.44,ACCESS1-0,8.5,208,RCP 8.5 2050
2064,7,9,80317.13,ACCESS1-0,8.5,197,RCP 8.5 2050
2035,4,2,27815.3,CCSM4,8.5,118,RCP 8.5 2050
2035,7,2,26850.78,CCSM4,8.5,196,RCP 8.5 2050
2035,7,4,26725.87,CCSM4,8.5,203,RCP 8.5 2050
2036,7,3,94170.54,CCSM4,8.5,187,RCP 8.5 2050
2036,7,7,126385.87,CCSM4,8.5,208,RCP 8.5 2050
2037,3,9,266291.55,CCSM4,8.5,90,RCP 8.5 2050
2037,4,1,182369.13,CCSM4,8.5,116,RCP 8.5 2050
2037,4,9,267719.65,CCSM4,8.5,93,RCP 8.5 2050
2038,3,3,255698.77,CCSM4,8.5,91,RCP 8.5 2050
2038,5,7,251488.46,CCSM4,8.5,147,RCP 8.5 2050
2039,5,5,195566.35,CCSM4,8.5,141,RCP 8.5 2050
2039,6,5,175650.68,CCSM4,8.5,158,RCP 8.5 2050
2040,5,3,248519.39,CCSM4,8.5,140,RCP 8.5 2050
2040,5,7,307620.47,CCSM4,8.5,129,RCP 8.5 2050
2041,3,2,56952.57,CCSM4,8.5,76,RCP 8.5 2050
2041,3,3,62139.32,CCSM4,8.5,88,RCP 8.5 2050
2041,3,5,94021.16,CCSM4,8.5,66,RCP 8.5 2050
2042,4,4,161738.22,CCSM4,8.5,114,RCP 8.5 2050
2042,5,5,217197.55,CCSM4,8.5,149,RCP 8.5 2050
2042,6,1,145235.24,CCSM4,8.5,172,RCP 8.5 2050
2043,4,1,71219.45,CCSM4,8.5,105,RCP 8.5 2050
2043,4,7,121502.49,CCSM4,8.5,110,RCP 8.5 2050
2043,6,2,68639.58,CCSM4,8.5,153,RCP 8.5 2050
2044,5,7,88690.25,CCSM4,8.5,143,RCP 8.5 2050
2044,6,3,57020.21,CCSM4,8.5,155,RCP 8.5 2050
2045,5,10,132200.98,CCSM4,8.5,129,RCP 8.5 2050
2046,4,6,465596.01,CCSM4,8.5,120,RCP 8.5 2050
2046,6,4,390320.22,CCSM4,8.5,159,RCP 8.5 2050
2047,4,5,120553.14,CCSM4,8.5,100,RCP 8.5 2050
2047,7,5,106514.69,CCSM4,8.5,184,RCP 8.5 2050
2048,2,2,33521.14,CCSM4,8.5,53,RCP 8.5 2050
2048,3,2,33653.66,CCSM4,8.5,76,RCP 8.5 2050
2048,3,4,32677.66,CCSM4,8.5,80,RCP 8.5 2050
2049,4,10,250002.93,CCSM4,8.5,123,RCP 8.5 2050
2049,5,10,293674.53,CCSM4,8.5,126,RCP 8.5 2050
2050,5,10,435856.77,CCSM4,8.5,140,RCP 8.5 2050
2051,5,4,117997.93,CCSM4,8.5,147,RCP 8.5 2050
2051,6,6,103092.41,CCSM4,8.5,152,RCP 8.5 2050
2052,4,3,188314.51,CCSM4,8.5,102,RCP 8.5 2050
2052,5,2,175555.28,CCSM4,8.5,131,RCP 8.5 2050
2052,6,2,171203.39,CCSM4,8.5,155,RCP 8.5 2050
2052,6,3,170076.94,CCSM4,8.5,165,RCP 8.5 2050
2053,2,8,420783.31,CCSM4,8.5,56,RCP 8.5 2050
2053,3,8,185422.83,CCSM4,8.5,62,RCP 8.5 2050
2053,4,2,159708.43,CCSM4,8.5,110,RCP 8.5 2050
2054,6,4,169374.5,CCSM4,8.5,162,RCP 8.5 2050
2054,7,2,144567.35,CCSM4,8.5,187,RCP 8.5 2050
2054,7,4,161161.8,CCSM4,8.5,192,RCP 8.5 2050
2055,6,4,43282.77,CCSM4,8.5,179,RCP 8.5 2050
2055,6,6,54448.57,CCSM4,8.5,168,RCP 8.5 2050
2056,5,3,161505.28,CCSM4,8.5,125,RCP 8.5 2050
2056,5,7,157074.6,CCSM4,8.5,132,RCP 8.5 2050
2057,3,6,281828.94,CCSM4,8.5,89,RCP 8.5 2050
2057,5,3,195248.26,CCSM4,8.5,147,RCP 8.5 2050
2057,6,1,188246.25,CCSM4,8.5,159,RCP 8.5 2050
2058,4,6,322312.64,CCSM4,8.5,107,RCP 8.5 2050
2058,6,4,322044.66,CCSM4,8.5,154,RCP 8.5 2050
2059,5,7,265232.02,CCSM4,8.5,144,RCP 8.5 2050
2059,6,3,230038.56,CCSM4,8.5,153,RCP 8.5 2050
2060,5,10,213247.89,CCSM4,8.5,150,RCP 8.5 2050
2060,6,10,126827.98,CCSM4,8.5,153,RCP 8.5 2050
2061,4,10,143564.16,CCSM4,8.5,123,RCP 8.5 2050
2061,5,10,190564.56,CCSM4,8.5,125,RCP 8.5 2050
2062,3,8,290496.86,CCSM4,8.5,92,RCP 8.5 2050
2062,4,8,371025.77,CCSM4,8.5,94,RCP 8.5 2050
2062,6,2,203872.68,CCSM4,8.5,154,RCP 8.5 2050
2063,6,9,257497.01,CCSM4,8.5,161,RCP 8.5 2050
2063,7,1,139639.45,CCSM4,8.5,184,RCP 8.5 2050
2064,6,10,247414.65,CCSM4,8.5,159,RCP 8.5 2050
2035,3,2,30143.31,CESM1,8.5,91,RCP 8.5 2050
2035,7,8,29722.6,CESM1,8.5,186,RCP 8.5 2050
2036,5,1,135577.14,CESM1,8.5,139,RCP 8.5 2050
2036,5,9,169470.84,CESM1,8.5,152,RCP 8.5 2050
2036,6,9,144422.73,CESM1,8.5,153,RCP 8.5 2050
2037,5,2,140476.8,CESM1,8.5,125,RCP 8.5 2050
2037,5,5,167787.61,CESM1,8.5,141,RCP 8.5 2050
2037,6,3,158892.65,CESM1,8.5,153,RCP 8.5 2050
2038,5,4,36020.57,CESM1,8.5,135,RCP 8.5 2050
2038,8,1,28187.21,CESM1,8.5,221,RCP 8.5 2050
2038,8,5,28890.02,CESM1,8.5,216,RCP 8.5 2050
2039,3,5,213982.07,CESM1,8.5,91,RCP 8.5 2050
2039,4,3,223132.05,CESM1,8.5,105,RCP 8.5 2050
2039,4,5,231962.55,CESM1,8.5,94,RCP 8.5 2050
2039,6,2,215140.05,CESM1,8.5,154,RCP 8.5 2050
2040,4,1,218501.39,CESM1,8.5,110,RCP 8.5 2050
2040,5,4,273396.64,CESM1,8.5,133,RCP 8.5 2050
2040,6,5,264685.97,CESM1,8.5,173,RCP 8.5 2050
2041,6,3,277912.12,CESM1,8.5,164,RCP 8.5 2050
2041,6,7,353313.53,CESM1,8.5,153,RCP 8.5 2050
2042,5,1,86375.28,CESM1,8.5,151,RCP 8.5 2050
2042,5,4,88588.27,CESM1,8.5,144,RCP 8.5 2050
2042,6,4,77887.53,CESM1,8.5,158,RCP 8.5 2050
2042,7,1,76649.93,CESM1,8.5,184,RCP 8.5 2050
2043,6,10,135438.01,CESM1,8.5,159,RCP 8.5 2050
2044,5,6,82087.89,CESM1,8.5,144,RCP 8.5 2050
2044,6,4,80836.39,CESM1,8.5,155,RCP 8.5 2050
2045,5,3,156026.82,CESM1,8.5,126,RCP 8.5 2050
2045,6,7,239289.47,CESM1,8.5,172,RCP 8.5 2050
2046,3,7,254938.85,CESM1,8.5,79,RCP 8.5 2050
2046,6,3,158522.91,CESM1,8.5,173,RCP 8.5 2050
2047,4,10,277988.66,CESM1,8.5,120,RCP 8.5 2050
2047,5,10,123598.75,CESM1,8.5,124,RCP 8.5 2050
2048,7,3,134489.14,CESM1,8.5,192,RCP 8.5 2050
2048,7,7,176264.41,CESM1,8.5,210,RCP 8.5 2050
2049,4,2,37963.93,CESM1,8.5,117,RCP 8.5 2050
2049,4,5,47512.96,CESM1,8.5,107,RCP 8.5 2050
2049,9,1,41110.77,CESM1,8.5,251,RCP 8.5 2050
2049,9,2,39886.04,CESM1,8.5,259,RCP 8.5 2050
2050,5,5,346302.46,CESM1,8.5,146,RCP 8.5 2050
2051,5,6,166771.97,CESM1,8.5,142,RCP 8.5 2050
2051,6,4,124619.03,CESM1,8.5,154,RCP 8.5 2050
2052,5,1,117421.26,CESM1,8.5,130,RCP 8.5 2050
2052,5,9,245167.96,CESM1,8.5,144,RCP 8.5 2050
2053,5,5,33896.33,CESM1,8.5,149,RCP 8.5 2050
2053,6,5,28810.72,CESM1,8.5,152,RCP 8.5 2050
2053,7,5,28015.04,CESM1,8.5,185,RCP 8.5 2050
2054,5,5,41573.76,CESM1,8.5,141,RCP 8.5 2050
2054,8,2,43370.44,CESM1,8.5,223,RCP 8.5 2050
2054,8,3,43530.18,CESM1,8.5,231,RCP 8.5 2050
2055,5,2,125632.85,CESM1,8.5,127,RCP 8.5 2050
2055,5,5,135534.83,CESM1,8.5,134,RCP 8.5 2050
2055,6,3,126064.28,CESM1,8.5,160,RCP 8.5 2050
2056,4,6,211322.84,CESM1,8.5,100,RCP 8.5 2050
2056,5,1,144124.64,CESM1,8.5,128,RCP 8.5 2050
2056,5,3,149819.56,CESM1,8.5,131,RCP 8.5 2050
2057,4,5,243734.36,CESM1,8.5,118,RCP 8.5 2050
2057,6,5,243883.93,CESM1,8.5,171,RCP 8.5 2050
2058,6,3,300305.77,CESM1,8.5,167,RCP 8.5 2050
2058,6,7,388073.98,CESM1,8.5,156,RCP 8.5 2050
2059,6,2,26253.01,CESM1,8.5,163,RCP 8.5 2050
2059,7,8,31660.47,CESM1,8.5,196,RCP 8.5 2050
2060,4,10,239527.94,CESM1,8.5,108,RCP 8.5 2050
2061,3,6,302156.15,CESM1,8.5,80,RCP 8.5 2050
2061,4,4,335525.97,CESM1,8.5,108,RCP 8.5 2050
2062,5,7,330178.53,CESM1,8.5,144,RCP 8.5 2050
2062,6,3,232005.93,CESM1,8.5,160,RCP 8.5 2050
2063,4,5,73548.83,CESM1,8.5,108,RCP 8.5 2050
2063,6,5,73209,CESM1,8.5,164,RCP 8.5 2050
2064,5,4,105669.09,CESM1,8.5,131,RCP 8.5 2050
2064,5,6,131569.85,CESM1,8.5,151,RCP 8.5 2050
2064,6,6,123601.79,CESM1,8.5,153,RCP 8.5 2050
2035,4,8,237630.12,CMCC,8.5,123,RCP 8.5 2050
2035,5,8,270203.62,CMCC,8.5,124,RCP 8.5 2050
2035,6,2,175252.87,CMCC,8.5,163,RCP 8.5 2050
2036,6,10,111362.69,CMCC,8.5,164,RCP 8.5 2050
2037,3,5,244846.22,CMCC,8.5,70,RCP 8.5 2050
2037,5,5,233607.51,CMCC,8.5,151,RCP 8.5 2050
2037,6,5,229609.14,CMCC,8.5,152,RCP 8.5 2050
2038,4,1,106501.34,CMCC,8.5,115,RCP 8.5 2050
2038,5,9,160101.63,CMCC,8.5,150,RCP 8.5 2050
2038,6,9,143417.68,CMCC,8.5,152,RCP 8.5 2050
2039,6,10,95505.25,CMCC,8.5,173,RCP 8.5 2050
2040,2,1,138942.63,CMCC,8.5,61,RCP 8.5 2050
2040,4,9,275591.32,CMCC,8.5,110,RCP 8.5 2050
2041,6,3,50125.96,CMCC,8.5,155,RCP 8.5 2050
2041,7,7,72704.41,CMCC,8.5,187,RCP 8.5 2050
2042,2,3,37831.12,CMCC,8.5,53,RCP 8.5 2050
2042,9,2,29688.57,CMCC,8.5,272,RCP 8.5 2050
2042,9,5,29637.57,CMCC,8.5,263,RCP 8.5 2050
2043,6,1,294176.47,CMCC,8.5,175,RCP 8.5 2050
2043,6,9,407562.12,CMCC,8.5,165,RCP 8.5 2050
2044,6,5,177241.07,CMCC,8.5,181,RCP 8.5 2050
2045,8,10,43563.35,CMCC,8.5,230,RCP 8.5 2050
2046,4,4,261963.57,CMCC,8.5,121,RCP 8.5 2050
2046,6,3,208361.73,CMCC,8.5,159,RCP 8.5 2050
2047,4,4,102239.68,CMCC,8.5,113,RCP 8.5 2050
2047,4,6,138474.42,CMCC,8.5,118,RCP 8.5 2050
2048,4,3,169877.98,CMCC,8.5,109,RCP 8.5 2050
2048,4,7,158286.61,CMCC,8.5,123,RCP 8.5 2050
2048,5,7,276456.81,CMCC,8.5,125,RCP 8.5 2050
2049,5,10,194689.77,CMCC,8.5,130,RCP 8.5 2050
2050,6,5,137503.08,CMCC,8.5,176,RCP 8.5 2050
2050,8,5,108006.74,CMCC,8.5,223,RCP 8.5 2050
2051,3,2,215996.89,CMCC,8.5,64,RCP 8.5 2050
2051,3,6,275423.07,CMCC,8.5,79,RCP 8.5 2050
2051,4,2,210308.88,CMCC,8.5,109,RCP 8.5 2050
2052,5,5,84475.92,CMCC,8.5,130,RCP 8.5 2050
2052,7,5,104592.37,CMCC,8.5,194,RCP 8.5 2050
2053,5,8,55281.23,CMCC,8.5,146,RCP 8.5 2050
2053,6,1,34064.3,CMCC,8.5,152,RCP 8.5 2050
2053,7,1,34354.58,CMCC,8.5,184,RCP 8.5 2050
2054,4,8,374634.58,CMCC,8.5,106,RCP 8.5 2050
2054,6,1,219976.71,CMCC,8.5,165,RCP 8.5 2050
2055,2,1,51805.83,CMCC,8.5,57,RCP 8.5 2050
2055,6,9,89842.48,CMCC,8.5,155,RCP 8.5 2050
2056,4,10,306942.52,CMCC,8.5,96,RCP 8.5 2050
2057,4,2,25424.25,CMCC,8.5,109,RCP 8.5 2050
