water_year,water_month,rep,flow,model,rcp,water_day,scenario
1992,6,10,154508.3,CESM1,8.5,155,RCP 4.5 and 8.5 1996
1993,5,10,246910.34,CESM1,8.5,140,RCP 4.5 and 8.5 1996
1994,8,10,123367.22,CESM1,8.5,214,RCP 4.5 and 8.5 1996
1995,3,8,224999.64,CESM1,8.5,73,RCP 4.5 and 8.5 1996
1995,7,2,133000,CESM1,8.5,184,RCP 4.5 and 8.5 1996
1996,4,4,54539.08,CESM1,8.5,118,RCP 4.5 and 8.5 1996
1996,8,2,49506.26,CESM1,8.5,217,RCP 4.5 and 8.5 1996
1997,3,2,209511.71,CESM1,8.5,78,RCP 4.5 and 8.5 1996
1997,4,4,230563.11,CESM1,8.5,95,RCP 4.5 and 8.5 1996
1998,5,3,90492.38,CESM1,8.5,150,RCP 4.5 and 8.5 1996
1998,5,4,96170.68,CESM1,8.5,143,RCP 4.5 and 8.5 1996
1998,7,1,86029.91,CESM1,8.5,183,RCP 4.5 and 8.5 1996
1998,8,2,90242.77,CESM1,8.5,215,RCP 4.5 and 8.5 1996
1999,6,4,144676.53,CESM1,8.5,170,RCP 4.5 and 8.5 1996
1999,7,6,163053.51,CESM1,8.5,210,RCP 4.5 and 8.5 1996
1999,8,6,139231.81,CESM1,8.5,213,RCP 4.5 and 8.5 1996
2000,4,1,164063.35,CESM1,8.5,119,RCP 4.5 and 8.5 1996
2000,4,9,325909.06,CESM1,8.5,109,RCP 4.5 and 8.5 1996
2001,4,2,30896.47,CESM1,8.5,95,RCP 4.5 and 8.5 1996
2001,6,2,29023.58,CESM1,8.5,172,RCP 4.5 and 8.5 1996
2001,9,1,27933.33,CESM1,8.5,268,RCP 4.5 and 8.5 1996
2001,9,2,31838.81,CESM1,8.5,253,RCP 4.5 and 8.5 1996
2002,4,3,251656.52,CESM1,8.5,95,RCP 4.5 and 8.5 1996
2002,6,2,183303.04,CESM1,8.5,168,RCP 4.5 and 8.5 1996
2002,6,5,212712.54,CESM1,8.5,153,RCP 4.5 and 8.5 1996
2003,5,10,152469.99,CESM1,8.5,133,RCP 4.5 and 8.5 1996
2004,8,10,90249.8,CESM1,8.5,216,RCP 4.5 and 8.5 1996
2005,4,9,559918.46,CESM1,8.5,111,RCP 4.5 and 8.5 1996
2005,5,1,248288.41,CESM1,8.5,135,RCP 4.5 and 8.5 1996
2006,5,10,95019.69,CESM1,8.5,144,RCP 4.5 and 8.5 1996
2007,3,5,29207.28,CESM1,8.5,90,RCP 4.5 and 8.5 1996
2007,4,5,26037.67,CESM1,8.5,93,RCP 4.5 and 8.5 1996
2007,7,5,39139.32,CESM1,8.5,184,RCP 4.5 and 8.5 1996
2008,2,10,169005.01,CESM1,8.5,61,RCP 4.5 and 8.5 1996
2008,3,10,127440.52,CESM1,8.5,62,RCP 4.5 and 8.5 1996
2009,5,10,202161.63,CESM1,8.5,134,RCP 4.5 and 8.5 1996
2010,6,10,315291.12,CESM1,8.5,156,RCP 4.5 and 8.5 1996
1981,6,10,322881.38,CMCC,4.5,153,RCP 4.5 and 8.5 1996
1982,3,1,23271.42,CMCC,4.5,85,RCP 4.5 and 8.5 1996
1982,3,3,23778.02,CMCC,4.5,89,RCP 4.5 and 8.5 1996
1982,6,1,23929.07,CMCC,4.5,155,RCP 4.5 and 8.5 1996
1982,9,1,23239.29,CMCC,4.5,262,RCP 4.5 and 8.5 1996
1982,9,4,24882.36,CMCC,4.5,268,RCP 4.5 and 8.5 1996
1983,4,6,166020.36,CMCC,4.5,97,RCP 4.5 and 8.5 1996
1983,8,4,119505.09,CMCC,4.5,225,RCP 4.5 and 8.5 1996
1984,5,8,301047.01,CMCC,4.5,133,RCP 4.5 and 8.5 1996
1984,6,2,175309.42,CMCC,4.5,176,RCP 4.5 and 8.5 1996
1985,4,2,52540.86,CMCC,4.5,110,RCP 4.5 and 8.5 1996
1985,4,6,59990.52,CMCC,4.5,98,RCP 4.5 and 8.5 1996
1985,6,2,50915.16,CMCC,4.5,159,RCP 4.5 and 8.5 1996
1986,6,1,57643.7,CMCC,4.5,161,RCP 4.5 and 8.5 1996
1986,6,2,60434.29,CMCC,4.5,165,RCP 4.5 and 8.5 1996
1986,6,7,78044.02,CMCC,4.5,153,RCP 4.5 and 8.5 1996
1987,4,8,58080.14,CMCC,4.5,119,RCP 4.5 and 8.5 1996
1987,5,2,50508.46,CMCC,4.5,130,RCP 4.5 and 8.5 1996
1988,4,5,54750.47,CMCC,4.5,117,RCP 4.5 and 8.5 1996
1989,4,10,214562.81,CMCC,4.5,110,RCP 4.5 and 8.5 1996
1990,5,10,112475.91,CMCC,4.5,151,RCP 4.5 and 8.5 1996
1990,6,10,147170.58,CMCC,4.5,154,RCP 4.5 and 8.5 1996
1991,3,4,43341.04,CMCC,4.5,86,RCP 4.5 and 8.5 1996
1991,4,1,34975,CMCC,4.5,94,RCP 4.5 and 8.5 1996
1991,6,5,46189.68,CMCC,4.5,155,RCP 4.5 and 8.5 1996
1992,5,7,264621.27,CMCC,4.5,149,RCP 4.5 and 8.5 1996
1992,6,7,148637.51,CMCC,4.5,153,RCP 4.5 and 8.5 1996
1992,9,3,143435.18,CMCC,4.5,251,RCP 4.5 and 8.5 1996
1993,5,2,236933.3,CMCC,4.5,146,RCP 4.5 and 8.5 1996
1993,5,8,230109.45,CMCC,4.5,151,RCP 4.5 and 8.5 1996
1993,6,8,316944.34,CMCC,4.5,154,RCP 4.5 and 8.5 1996
1994,6,10,199655.88,CMCC,4.5,160,RCP 4.5 and 8.5 1996
1995,5,3,69738,CMCC,4.5,132,RCP 4.5 and 8.5 1996
1995,5,7,121530.01,CMCC,4.5,137,RCP 4.5 and 8.5 1996
1996,4,6,242730.3,CMCC,4.5,105,RCP 4.5 and 8.5 1996
1996,5,4,179736.37,CMCC,4.5,138,RCP 4.5 and 8.5 1996
1997,6,4,209326.11,CMCC,4.5,154,RCP 4.5 and 8.5 1996
1997,6,6,201032.51,CMCC,4.5,165,RCP 4.5 and 8.5 1996
1998,4,10,102087.33,CMCC,4.5,95,RCP 4.5 and 8.5 1996
1999,2,2,21276.25,CMCC,4.5,36,RCP 4.5 and 8.5 1996
1999,6,3,22727.29,CMCC,4.5,156,RCP 4.5 and 8.5 1996
1999,8,2,21432,CMCC,4.5,229,RCP 4.5 and 8.5 1996
1999,8,3,22946.92,CMCC,4.5,238,RCP 4.5 and 8.5 1996
2000,6,4,61508.56,CMCC,4.5,165,RCP 4.5 and 8.5 1996
2000,6,6,57440.13,CMCC,4.5,159,RCP 4.5 and 8.5 1996
2001,6,1,132190.84,CMCC,4.5,152,RCP 4.5 and 8.5 1996
2001,7,9,260178.25,CMCC,4.5,187,RCP 4.5 and 8.5 1996
2002,3,4,220800.79,CMCC,4.5,66,RCP 4.5 and 8.5 1996
2002,4,6,257876.99,CMCC,4.5,96,RCP 4.5 and 8.5 1996
2003,5,4,206680.25,CMCC,4.5,131,RCP 4.5 and 8.5 1996
2003,5,6,206957.55,CMCC,4.5,142,RCP 4.5 and 8.5 1996
2004,6,10,342285.18,CMCC,4.5,158,RCP 4.5 and 8.5 1996
2005,8,10,67570,CMCC,4.5,226,RCP 4.5 and 8.5 1996
2006,6,10,261945,CMCC,4.5,153,RCP 4.5 and 8.5 1996
2007,3,4,270051.13,CMCC,4.5,71,RCP 4.5 and 8.5 1996
2007,4,6,259057.62,CMCC,4.5,120,RCP 4.5 and 8.5 1996
2008,1,2,29392.64,CMCC,4.5,26,RCP 4.5 and 8.5 1996
2008,5,1,30421.72,CMCC,4.5,145,RCP 4.5 and 8.5 1996
2008,5,4,35879.51,CMCC,4.5,141,RCP 4.5 and 8.5 1996
2008,6,3,29507.42,CMCC,4.5,175,RCP 4.5 and 8.5 1996
2009,6,2,47781.71,CMCC,4.5,165,RCP 4.5 and 8.5 1996
2009,6,8,47227.41,CMCC,4.5,154,RCP 4.5 and 8.5 1996
2010,4,1,119477.07,CMCC,4.5,122,RCP 4.5 and 8.5 1996
2010,5,6,154319.62,CMCC,4.5,126,RCP 4.5 and 8.5 1996
2010,6,3,119036.3,CMCC,4.5,182,RCP 4.5 and 8.5 1996
2010,7,3,116001.34,CMCC,4.5,183,RCP 4.5 and 8.5 1996
1981,6,10,324515.27,CMCC,8.5,153,RCP 4.5 and 8.5 1996
1982,9,1,25516.49,CMCC,8.5,262,RCP 4.5 and 8.5 1996
1982,9,3,25596.43,CMCC,8.5,254,RCP 4.5 and 8.5 1996
1982,9,5,26652.39,CMCC,8.5,267,RCP 4.5 and 8.5 1996
1983,4,6,176218.1,CMCC,8.5,97,RCP 4.5 and 8.5 1996
1983,8,4,129804.48,CMCC,8.5,225,RCP 4.5 and 8.5 1996
1984,5,8,302378.96,CMCC,8.5,133,RCP 4.5 and 8.5 1996
1984,6,2,179287.34,CMCC,8.5,176,RCP 4.5 and 8.5 1996
1985,4,3,55888.75,CMCC,8.5,110,RCP 4.5 and 8.5 1996
1985,4,6,63756.95,CMCC,8.5,98,RCP 4.5 and 8.5 1996
1985,6,1,51568.52,CMCC,8.5,159,RCP 4.5 and 8.5 1996
1986,6,1,58423.54,CMCC,8.5,161,RCP 4.5 and 8.5 1996
1986,6,2,61333.99,CMCC,8.5,165,RCP 4.5 and 8.5 1996
1986,6,7,79046.28,CMCC,8.5,153,RCP 4.5 and 8.5 1996
1987,4,1,49839.56,CMCC,8.5,96,RCP 4.5 and 8.5 1996
1987,4,8,60556.5,CMCC,8.5,119,RCP 4.5 and 8.5 1996
1987,5,1,50906.75,CMCC,8.5,130,RCP 4.5 and 8.5 1996
1988,4,5,57493.91,CMCC,8.5,116,RCP 4.5 and 8.5 1996
1989,4,10,227375.44,CMCC,8.5,110,RCP 4.5 and 8.5 1996
1990,5,10,113739.88,CMCC,8.5,151,RCP 4.5 and 8.5 1996
1990,6,10,148463.22,CMCC,8.5,154,RCP 4.5 and 8.5 1996
1991,3,4,45220.93,CMCC,8.5,86,RCP 4.5 and 8.5 1996
1991,4,1,37217.24,CMCC,8.5,94,RCP 4.5 and 8.5 1996
1991,6,5,47129.95,CMCC,8.5,155,RCP 4.5 and 8.5 1996
1992,5,7,264901.59,CMCC,8.5,149,RCP 4.5 and 8.5 1996
1992,6,7,149416.4,CMCC,8.5,153,RCP 4.5 and 8.5 1996
1992,9,3,151124.57,CMCC,8.5,251,RCP 4.5 and 8.5 1996
1993,5,2,237792.75,CMCC,8.5,146,RCP 4.5 and 8.5 1996
1993,5,8,231774.07,CMCC,8.5,151,RCP 4.5 and 8.5 1996
1993,6,8,320569.54,CMCC,8.5,154,RCP 4.5 and 8.5 1996
1994,6,10,200611.4,CMCC,8.5,160,RCP 4.5 and 8.5 1996
1995,5,3,69737.99,CMCC,8.5,132,RCP 4.5 and 8.5 1996
1995,5,7,121529.98,CMCC,8.5,137,RCP 4.5 and 8.5 1996
1996,4,6,242607.04,CMCC,8.5,105,RCP 4.5 and 8.5 1996
1996,5,4,182441.19,CMCC,8.5,138,RCP 4.5 and 8.5 1996
1997,6,4,206428.57,CMCC,8.5,154,RCP 4.5 and 8.5 1996
1997,6,6,200492.22,CMCC,8.5,165,RCP 4.5 and 8.5 1996
1998,4,10,101750.84,CMCC,8.5,95,RCP 4.5 and 8.5 1996
1999,6,1,21801.23,CMCC,8.5,156,RCP 4.5 and 8.5 1996
1999,8,3,23522.98,CMCC,8.5,238,RCP 4.5 and 8.5 1996
1999,8,6,22069.07,CMCC,8.5,229,RCP 4.5 and 8.5 1996
2000,6,1,52248.65,CMCC,8.5,155,RCP 4.5 and 8.5 1996
2000,6,4,58655.26,CMCC,8.5,165,RCP 4.5 and 8.5 1996
2000,8,1,52567.2,CMCC,8.5,215,RCP 4.5 and 8.5 1996
2001,6,1,128453.62,CMCC,8.5,152,RCP 4.5 and 8.5 1996
2001,7,9,269181.72,CMCC,8.5,187,RCP 4.5 and 8.5 1996
2002,3,4,224035.77,CMCC,8.5,66,RCP 4.5 and 8.5 1996
2002,4,6,255608.25,CMCC,8.5,96,RCP 4.5 and 8.5 1996
2003,5,4,190847.48,CMCC,8.5,131,RCP 4.5 and 8.5 1996
2003,5,6,193452.64,CMCC,8.5,142,RCP 4.5 and 8.5 1996
2004,6,10,342181.5,CMCC,8.5,158,RCP 4.5 and 8.5 1996
2005,8,10,67619.63,CMCC,8.5,226,RCP 4.5 and 8.5 1996
2006,5,10,74662.34,CMCC,8.5,145,RCP 4.5 and 8.5 1996
2007,6,1,32381.13,CMCC,8.5,167,RCP 4.5 and 8.5 1996
2007,6,9,42375.26,CMCC,8.5,173,RCP 4.5 and 8.5 1996
2008,4,1,31200.48,CMCC,8.5,95,RCP 4.5 and 8.5 1996
2008,6,8,50747.84,CMCC,8.5,154,RCP 4.5 and 8.5 1996
2008,7,1,30159.96,CMCC,8.5,191,RCP 4.5 and 8.5 1996
2009,6,3,118178.32,CMCC,8.5,172,RCP 4.5 and 8.5 1996
2009,6,7,127156.16,CMCC,8.5,153,RCP 4.5 and 8.5 1996
2010,8,10,113452.19,CMCC,8.5,214,RCP 4.5 and 8.5 1996
1981,5,6,110782.46,CNRM,4.5,136,RCP 4.5 and 8.5 1996
1981,8,4,122585.26,CNRM,4.5,238,RCP 4.5 and 8.5 1996
1982,5,10,181008.57,CNRM,4.5,151,RCP 4.5 and 8.5 1996
1982,6,10,348586.49,CNRM,4.5,154,RCP 4.5 and 8.5 1996
1983,3,8,61007.09,CNRM,4.5,71,RCP 4.5 and 8.5 1996
1983,7,2,48980.14,CNRM,4.5,183,RCP 4.5 and 8.5 1996
1984,1,3,38479.3,CNRM,4.5,26,RCP 4.5 and 8.5 1996
1984,5,7,31595.49,CNRM,4.5,149,RCP 4.5 and 8.5 1996
1984,6,7,28311.79,CNRM,4.5,153,RCP 4.5 and 8.5 1996
1985,5,1,268593.6,CNRM,4.5,147,RCP 4.5 and 8.5 1996
1985,5,9,625769.38,CNRM,4.5,128,RCP 4.5 and 8.5 1996
1986,4,9,88029.66,CNRM,4.5,106,RCP 4.5 and 8.5 1996
1986,7,1,51268.07,CNRM,4.5,201,RCP 4.5 and 8.5 1996
1987,5,4,40754.44,CNRM,4.5,131,RCP 4.5 and 8.5 1996
1987,8,6,54086.78,CNRM,4.5,228,RCP 4.5 and 8.5 1996
1988,4,7,43596.35,CNRM,4.5,122,RCP 4.5 and 8.5 1996
1988,5,7,46882.82,CNRM,4.5,124,RCP 4.5 and 8.5 1996
1988,6,3,44660.45,CNRM,4.5,155,RCP 4.5 and 8.5 1996
1989,3,1,77509.98,CNRM,4.5,76,RCP 4.5 and 8.5 1996
1989,3,2,77442.17,CNRM,4.5,83,RCP 4.5 and 8.5 1996
1989,3,5,91834.02,CNRM,4.5,69,RCP 4.5 and 8.5 1996
1989,4,2,81149.06,CNRM,4.5,115,RCP 4.5 and 8.5 1996
1990,5,4,229940.51,CNRM,4.5,140,RCP 4.5 and 8.5 1996
1990,6,6,194466.26,CNRM,4.5,157,RCP 4.5 and 8.5 1996
1991,5,2,111127.2,CNRM,4.5,142,RCP 4.5 and 8.5 1996
1991,6,8,161036.7,CNRM,4.5,174,RCP 4.5 and 8.5 1996
1992,7,5,120794.26,CNRM,4.5,190,RCP 4.5 and 8.5 1996
1993,6,1,79147.64,CNRM,4.5,175,RCP 4.5 and 8.5 1996
1993,6,9,90549.83,CNRM,4.5,167,RCP 4.5 and 8.5 1996
1994,5,2,153092.71,CNRM,4.5,145,RCP 4.5 and 8.5 1996
1994,5,8,181309.39,CNRM,4.5,151,RCP 4.5 and 8.5 1996
1994,6,8,184782.3,CNRM,4.5,154,RCP 4.5 and 8.5 1996
1995,4,4,249370.01,CNRM,4.5,111,RCP 4.5 and 8.5 1996
1995,5,6,228640,CNRM,4.5,130,RCP 4.5 and 8.5 1996
1996,7,10,225755.61,CNRM,4.5,209,RCP 4.5 and 8.5 1996
1996,8,10,143982.01,CNRM,4.5,214,RCP 4.5 and 8.5 1996
1997,4,4,264034.1,CNRM,4.5,106,RCP 4.5 and 8.5 1996
1997,5,6,318097.82,CNRM,4.5,132,RCP 4.5 and 8.5 1996
1998,4,9,274885.97,CNRM,4.5,117,RCP 4.5 and 8.5 1996
1998,5,1,128871.21,CNRM,4.5,124,RCP 4.5 and 8.5 1996
1999,5,10,57249.11,CNRM,4.5,151,RCP 4.5 and 8.5 1996
1999,6,10,59935.78,CNRM,4.5,153,RCP 4.5 and 8.5 1996
2000,4,3,69894.75,CNRM,4.5,120,RCP 4.5 and 8.5 1996
2000,8,7,71024.04,CNRM,4.5,220,RCP 4.5 and 8.5 1996
2001,12,10,24604.51,CNRM,4.5,356,RCP 4.5 and 8.5 1996
2002,5,5,136325.86,CNRM,4.5,125,RCP 4.5 and 8.5 1996
2002,6,4,108967.3,CNRM,4.5,180,RCP 4.5 and 8.5 1996
2002,7,1,109615.96,CNRM,4.5,183,RCP 4.5 and 8.5 1996
2003,9,1,51559.32,CNRM,4.5,255,RCP 4.5 and 8.5 1996
2003,9,9,56162.72,CNRM,4.5,247,RCP 4.5 and 8.5 1996
2004,5,7,260449.95,CNRM,4.5,126,RCP 4.5 and 8.5 1996
2004,6,3,199895.88,CNRM,4.5,159,RCP 4.5 and 8.5 1996
2005,5,3,147274.75,CNRM,4.5,127,RCP 4.5 and 8.5 1996
2005,5,7,171819.38,CNRM,4.5,134,RCP 4.5 and 8.5 1996
2006,2,7,48617.46,CNRM,4.5,55,RCP 4.5 and 8.5 1996
2006,3,2,37568.99,CNRM,4.5,80,RCP 4.5 and 8.5 1996
2006,4,1,36972.43,CNRM,4.5,93,RCP 4.5 and 8.5 1996
2007,4,4,48803.96,CNRM,4.5,118,RCP 4.5 and 8.5 1996
2007,4,6,51068.28,CNRM,4.5,123,RCP 4.5 and 8.5 1996
2007,5,6,58269.1,CNRM,4.5,125,RCP 4.5 and 8.5 1996
2008,4,4,209083.63,CNRM,4.5,119,RCP 4.5 and 8.5 1996
2008,6,6,239519.45,CNRM,4.5,174,RCP 4.5 and 8.5 1996
2009,4,3,137442.64,CNRM,4.5,117,RCP 4.5 and 8.5 1996
2009,7,7,218284.89,CNRM,4.5,184,RCP 4.5 and 8.5 1996
2010,4,10,512492.71,CNRM,4.5,112,RCP 4.5 and 8.5 1996
1981,5,6,115061.41,CNRM,8.5,136,RCP 4.5 and 8.5 1996
1981,8,4,125255.89,CNRM,8.5,238,RCP 4.5 and 8.5 1996
1982,5,10,186871.13,CNRM,8.5,151,RCP 4.5 and 8.5 1996
1982,6,10,357104.78,CNRM,8.5,154,RCP 4.5 and 8.5 1996
1983,3,8,59010.99,CNRM,8.5,71,RCP 4.5 and 8.5 1996
1983,7,2,49219.78,CNRM,8.5,183,RCP 4.5 and 8.5 1996
1984,1,3,40008.09,CNRM,8.5,26,RCP 4.5 and 8.5 1996
1984,5,5,32530.36,CNRM,8.5,149,RCP 4.5 and 8.5 1996
1984,11,2,30132.93,CNRM,8.5,322,RCP 4.5 and 8.5 1996
1985,5,1,276704.25,CNRM,8.5,147,RCP 4.5 and 8.5 1996
1985,5,9,651663.98,CNRM,8.5,128,RCP 4.5 and 8.5 1996
1986,4,10,95818.69,CNRM,8.5,106,RCP 4.5 and 8.5 1996
1987,5,4,42857.42,CNRM,8.5,131,RCP 4.5 and 8.5 1996
1987,8,6,53444.96,CNRM,8.5,228,RCP 4.5 and 8.5 1996
1988,4,7,46847.22,CNRM,8.5,122,RCP 4.5 and 8.5 1996
1988,5,7,50396.02,CNRM,8.5,124,RCP 4.5 and 8.5 1996
1988,6,3,45719.27,CNRM,8.5,155,RCP 4.5 and 8.5 1996
1989,3,1,77294.46,CNRM,8.5,76,RCP 4.5 and 8.5 1996
1989,3,5,91510.29,CNRM,8.5,68,RCP 4.5 and 8.5 1996
1989,4,3,85753.42,CNRM,8.5,115,RCP 4.5 and 8.5 1996
1990,5,5,238326.37,CNRM,8.5,140,RCP 4.5 and 8.5 1996
1990,6,5,196873.97,CNRM,8.5,157,RCP 4.5 and 8.5 1996
1991,5,2,119168.83,CNRM,8.5,142,RCP 4.5 and 8.5 1996
1991,6,8,162238.59,CNRM,8.5,174,RCP 4.5 and 8.5 1996
1992,7,5,114344.91,CNRM,8.5,190,RCP 4.5 and 8.5 1996
1993,6,1,80255.39,CNRM,8.5,175,RCP 4.5 and 8.5 1996
1993,6,9,92926.1,CNRM,8.5,167,RCP 4.5 and 8.5 1996
1994,5,2,156800.74,CNRM,8.5,145,RCP 4.5 and 8.5 1996
1994,5,8,184972.62,CNRM,8.5,151,RCP 4.5 and 8.5 1996
1994,6,8,188130.82,CNRM,8.5,154,RCP 4.5 and 8.5 1996
1995,4,4,249370.18,CNRM,8.5,111,RCP 4.5 and 8.5 1996
1995,5,6,228640,CNRM,8.5,130,RCP 4.5 and 8.5 1996
1996,7,10,228617.63,CNRM,8.5,209,RCP 4.5 and 8.5 1996
1996,8,10,144690.37,CNRM,8.5,214,RCP 4.5 and 8.5 1996
1997,4,4,262086.59,CNRM,8.5,106,RCP 4.5 and 8.5 1996
1997,5,6,317866.22,CNRM,8.5,132,RCP 4.5 and 8.5 1996
1998,4,9,276380.08,CNRM,8.5,117,RCP 4.5 and 8.5 1996
1998,5,1,133327.12,CNRM,8.5,124,RCP 4.5 and 8.5 1996
1999,5,10,61400.72,CNRM,8.5,151,RCP 4.5 and 8.5 1996
1999,6,10,64257.13,CNRM,8.5,153,RCP 4.5 and 8.5 1996
2000,4,3,70239.87,CNRM,8.5,120,RCP 4.5 and 8.5 1996
2000,8,7,71083.01,CNRM,8.5,220,RCP 4.5 and 8.5 1996
2001,12,10,24240.57,CNRM,8.5,356,RCP 4.5 and 8.5 1996
2002,5,4,139289.19,CNRM,8.5,125,RCP 4.5 and 8.5 1996
2002,6,5,118896.38,CNRM,8.5,180,RCP 4.5 and 8.5 1996
2002,7,1,118753.04,CNRM,8.5,183,RCP 4.5 and 8.5 1996
2003,9,1,54248.56,CNRM,8.5,255,RCP 4.5 and 8.5 1996
2003,9,9,59798.8,CNRM,8.5,247,RCP 4.5 and 8.5 1996
2004,5,7,267287.72,CNRM,8.5,126,RCP 4.5 and 8.5 1996
2004,6,3,216266.7,CNRM,8.5,159,RCP 4.5 and 8.5 1996
2005,5,3,148751.38,CNRM,8.5,127,RCP 4.5 and 8.5 1996
2005,5,7,164970.28,CNRM,8.5,134,RCP 4.5 and 8.5 1996
2006,5,10,174229.4,CNRM,8.5,132,RCP 4.5 and 8.5 1996
2007,4,10,287288.43,CNRM,8.5,113,RCP 4.5 and 8.5 1996
2008,4,2,28606.05,CNRM,8.5,110,RCP 4.5 and 8.5 1996
2008,7,8,29363.47,CNRM,8.5,197,RCP 4.5 and 8.5 1996
2009,4,1,156061.09,CNRM,8.5,105,RCP 4.5 and 8.5 1996
2009,4,9,221209.97,CNRM,8.5,121,RCP 4.5 and 8.5 1996
2009,5,9,193494.48,CNRM,8.5,124,RCP 4.5 and 8.5 1996
2010,5,5,79039.14,CNRM,8.5,149,RCP 4.5 and 8.5 1996
1981,4,6,193365.71,CanESM2,4.5,105,RCP 4.5 and 8.5 1996
1981,5,4,183218.67,CanESM2,4.5,150,RCP 4.5 and 8.5 1996
1981,6,4,164125.12,CanESM2,4.5,152,RCP 4.5 and 8.5 1996
1982,4,7,192625.32,CanESM2,4.5,96,RCP 4.5 and 8.5 1996
1982,5,1,123231.51,CanESM2,4.5,124,RCP 4.5 and 8.5 1996
1982,6,2,131755.05,CanESM2,4.5,175,RCP 4.5 and 8.5 1996
1983,5,10,108130.57,CanESM2,4.5,149,RCP 4.5 and 8.5 1996
1983,6,10,91467.53,CanESM2,4.5,152,RCP 4.5 and 8.5 1996
1984,6,2,72682.48,CanESM2,4.5,160,RCP 4.5 and 8.5 1996
1984,6,8,103475.84,CanESM2,4.5,180,RCP 4.5 and 8.5 1996
1984,7,8,74284.61,CanESM2,4.5,184,RCP 4.5 and 8.5 1996
1985,4,3,192168.67,CanESM2,4.5,123,RCP 4.5 and 8.5 1996
1985,5,7,270952.75,CanESM2,4.5,139,RCP 4.5 and 8.5 1996
1986,5,10,215990.43,CanESM2,4.5,151,RCP 4.5 and 8.5 1996
1986,6,10,251743.53,CanESM2,4.5,152,RCP 4.5 and 8.5 1996
1987,3,7,53154.67,CanESM2,4.5,89,RCP 4.5 and 8.5 1996
1987,4,1,36589.03,CanESM2,4.5,107,RCP 4.5 and 8.5 1996
1987,4,7,44463.36,CanESM2,4.5,93,RCP 4.5 and 8.5 1996
1987,8,2,40398.4,CanESM2,4.5,214,RCP 4.5 and 8.5 1996
1988,3,10,199538.84,CanESM2,4.5,80,RCP 4.5 and 8.5 1996
1989,5,6,258141.8,CanESM2,4.5,147,RCP 4.5 and 8.5 1996
1989,7,4,189301.37,CanESM2,4.5,202,RCP 4.5 and 8.5 1996
1990,5,10,453391.42,CanESM2,4.5,145,RCP 4.5 and 8.5 1996
1991,4,10,181717.78,CanESM2,4.5,113,RCP 4.5 and 8.5 1996
1992,8,10,168816.47,CanESM2,4.5,238,RCP 4.5 and 8.5 1996
1993,7,10,45776.63,CanESM2,4.5,207,RCP 4.5 and 8.5 1996
1994,6,7,286242.51,CanESM2,4.5,167,RCP 4.5 and 8.5 1996
1994,8,3,191233.99,CanESM2,4.5,234,RCP 4.5 and 8.5 1996
1995,3,6,60869.87,CanESM2,4.5,69,RCP 4.5 and 8.5 1996
1995,7,2,53166,CanESM2,4.5,207,RCP 4.5 and 8.5 1996
1996,4,2,152831.15,CanESM2,4.5,113,RCP 4.5 and 8.5 1996
1996,6,8,290996.04,CanESM2,4.5,169,RCP 4.5 and 8.5 1996
1997,5,6,162576.79,CanESM2,4.5,128,RCP 4.5 and 8.5 1996
1997,6,1,111193.01,CanESM2,4.5,169,RCP 4.5 and 8.5 1996
1997,6,3,119840.74,CanESM2,4.5,154,RCP 4.5 and 8.5 1996
1998,3,10,157817.95,CanESM2,4.5,88,RCP 4.5 and 8.5 1996
1998,4,10,113440.53,CanESM2,4.5,93,RCP 4.5 and 8.5 1996
1999,7,10,72837.16,CanESM2,4.5,186,RCP 4.5 and 8.5 1996
2000,4,4,217134.37,CanESM2,4.5,106,RCP 4.5 and 8.5 1996
2000,5,6,263977.49,CanESM2,4.5,125,RCP 4.5 and 8.5 1996
2001,5,4,45829.63,CanESM2,4.5,139,RCP 4.5 and 8.5 1996
2001,9,2,45652.8,CanESM2,4.5,246,RCP 4.5 and 8.5 1996
2002,8,2,19167.57,CanESM2,4.5,233,RCP 4.5 and 8.5 1996
2002,8,3,20038.5,CanESM2,4.5,243,RCP 4.5 and 8.5 1996
2002,8,5,19715.45,CanESM2,4.5,227,RCP 4.5 and 8.5 1996
2003,2,5,54341.66,CanESM2,4.5,54,RCP 4.5 and 8.5 1996
2003,9,5,44563.98,CanESM2,4.5,250,RCP 4.5 and 8.5 1996
2004,3,1,72910.26,CanESM2,4.5,84,RCP 4.5 and 8.5 1996
2004,5,2,75779.75,CanESM2,4.5,124,RCP 4.5 and 8.5 1996
2004,6,6,82030.15,CanESM2,4.5,170,RCP 4.5 and 8.5 1996
2005,5,1,218605.19,CanESM2,4.5,145,RCP 4.5 and 8.5 1996
2005,6,9,273591.97,CanESM2,4.5,156,RCP 4.5 and 8.5 1996
2006,5,10,210076.1,CanESM2,4.5,145,RCP 4.5 and 8.5 1996
2006,6,10,124276.83,CanESM2,4.5,152,RCP 4.5 and 8.5 1996
2007,5,4,67347.52,CanESM2,4.5,151,RCP 4.5 and 8.5 1996
2007,6,4,65982.99,CanESM2,4.5,152,RCP 4.5 and 8.5 1996
2007,6,6,70315.87,CanESM2,4.5,161,RCP 4.5 and 8.5 1996
2008,4,10,119121.03,CanESM2,4.5,121,RCP 4.5 and 8.5 1996
2008,5,10,121397.88,CanESM2,4.5,124,RCP 4.5 and 8.5 1996
